Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,PM2.5
2016-05-25 00:00:00,30.9,39.2,26.7,-,49,0.76,2.9,9.3,18.3,46.5,o,,o,,107.625
2016-05-26 00:00:00,35.4,41,26.5,-,39,0,2.4,6.5,20.6,-,,,,,110.41666666666667
2016-05-27 00:00:00,37,42.2,30.5,-,28,0,2.3,13.5,24.1,40.7,,,,,95.83333333333333
2016-05-28 00:00:00,,,,,,,,,,,o,,o,,93.5
2016-05-29 00:00:00,,,,,,,,,,,o,,o,,97.625
2016-05-30 00:00:00,,,,,,,,,,,o,,o,,80.30434782608695
2016-05-31 00:00:00,31.9,39,24.6,-,49,14.99,3.1,9.8,22.2,50,,,,,72.25
2016-06-01 00:00:00,34.4,40.8,25.6,-,40,0,3.1,9.8,20.6,33.5,,,,,38.666666666666664
2016-06-02 00:00:00,37.3,43.8,29.8,-,28,0,2.9,10.4,22.2,-,,,,,45.375
2016-06-03 00:00:00,38.6,46,29,-,27,0,3.2,8,22.2,33.5,,,,,65.16666666666667
2016-06-04 00:00:00,,,,,,,,,,,,,,,67.08333333333333
2016-06-05 00:00:00,,,,,,,,,,,,,,,80.04166666666667
2016-06-06 00:00:00,,,,,,,,,,,o,,,,74.16666666666667
2016-06-07 00:00:00,33.4,39.2,28.4,-,45,0,3.4,13.7,27.8,46.5,,,,,66.08333333333333
2016-06-08 00:00:00,36.2,42.2,29.6,-,36,0,3.2,13.1,20.6,33.5,,,,,77.66666666666667
2016-06-09 00:00:00,34.6,43.2,28.4,-,35,0.51,3.2,12,22.2,46.5,o,,o,,70.25
2016-06-10 00:00:00,,,,,,,,,,,o,,o,,75.125
2016-06-11 00:00:00,,,,,,,,,,,,,,,37.166666666666664
2016-06-12 00:00:00,,,,,,,,,,,,,,,57.375
2016-06-13 00:00:00,33.7,41.8,25,-,46,0,2.9,13.7,37,55.4,o,,o,,56.291666666666664
2016-06-14 00:00:00,31.7,36.1,25,-,61,2.03,3.2,11.9,27.8,33.5,,,o,,77.0
2016-06-15 00:00:00,34.4,40,29.4,-,50,0,2.7,13.1,20.6,38.9,,,,,32.958333333333336
2016-06-16 00:00:00,,,,,,,,,,,,,o,,40.833333333333336
2016-06-17 00:00:00,,,,,,,,,,,,,o,,42.541666666666664
2016-06-18 00:00:00,,,,,,,,,,,,,,,93.08333333333333
2016-06-19 00:00:00,34.9,41.2,29.8,-,54,0,3.7,15,24.1,33.5,,,,,80.625
2016-06-20 00:00:00,30.3,41.2,27,-,72,3.05,3.2,12.6,22.2,37,o,,o,,90.70833333333333
2016-06-21 00:00:00,31.5,39,27,-,66,0,3.9,12.6,18.3,37,,,,,97.29166666666667
2016-06-22 00:00:00,,,,,,,,,,,,,,,79.83333333333333
2016-06-23 00:00:00,,,,,,,,,,,o,,o,,87.75
2016-06-24 00:00:00,,,,,,,,,,,,,,,66.26086956521739
2016-06-25 00:00:00,34.1,40.8,30.8,-,59,0,3.1,12.4,27.8,46.5,,,o,,50.708333333333336
2016-06-26 00:00:00,34.1,39.4,29.1,-,59,0,3.2,12,18.3,-,,,,,40.375
2016-06-27 00:00:00,33.2,40.2,25.2,-,62,-,2.9,13.9,22.2,40.7,o,,o,,49.416666666666664
2016-06-28 00:00:00,,,,,,,,,,,o,,o,,43.666666666666664
2016-06-29 00:00:00,,,,,,,,,,,,,,,52.166666666666664
2016-06-30 00:00:00,,,,,,,,,,,o,,o,,49.583333333333336
2016-07-01 00:00:00,31.8,38,25,-,70,17.02,3.2,11.9,18.3,37,o,,o,,64.56521739130434
2016-07-02 00:00:00,28.6,37.6,24.7,-,75,4.06,3.2,8.9,18.3,-,,,o,,
2016-07-03 00:00:00,28.9,32.5,26,-,79,0,2.7,7.2,16.5,-,,,o,,54.76923076923077
2016-07-04 00:00:00,,,,,,,,,,,o,,o,,47.75
2016-07-05 00:00:00,,,,,,,,,,,,,,,37.708333333333336
2016-07-06 00:00:00,,,,,,,,,,,,,o,,33.083333333333336
2016-07-07 00:00:00,33.2,37.8,28.8,-,66,0,3.5,10.6,16.5,-,,,,,51.26086956521739
2016-07-08 00:00:00,30.6,36.8,28,-,74,1.02,3.4,7,14.8,33.5,o,,o,,43.666666666666664
2016-07-09 00:00:00,32.2,37.6,28,-,69,0,3.5,7.8,18.3,33.5,,,,,29.833333333333332
2016-07-10 00:00:00,,,,,,,,,,,,,,,35.6
2016-07-11 00:00:00,,,,,,,,,,,,,,,56.708333333333336
2016-07-12 00:00:00,,,,,,,,,,,o,,o,,39.25
2016-07-13 00:00:00,30.7,36.2,26.3,-,79,10.92,2.9,7.8,16.5,33.5,o,,o,,35.208333333333336
2016-07-14 00:00:00,29.6,37,26.4,-,82,33.02,2.6,7.4,22.2,33.5,o,,o,,37.625
2016-07-15 00:00:00,30.2,33.4,25.7,-,82,-,3.4,9.3,16.5,-,o,,,,41.458333333333336
2016-07-16 00:00:00,,,,,,,,,,,o,,o,,53.125
2016-07-17 00:00:00,,,,,,,,,,,o,,o,,54.875
2016-07-18 00:00:00,,,,,,,,,,,o,,o,,65.75
2016-07-19 00:00:00,31.4,36,26,-,77,7.87,3.7,10.7,16.5,33.5,,,,,38.583333333333336
2016-07-20 00:00:00,32.7,38.3,28.6,-,66,0,4,10.7,24.1,33.5,,,,,36.0
2016-07-21 00:00:00,33.7,38.3,28.2,-,60,0,3.7,10.6,20.6,-,,,,,70.58333333333333
2016-07-22 00:00:00,,,,,,,,,,,,,,,52.458333333333336
2016-07-23 00:00:00,,,,,,,,,,,,,,,36.583333333333336
2016-07-24 00:00:00,,,,,,,,,,,o,,o,,45.583333333333336
2016-07-25 00:00:00,31.9,36.2,27.6,-,71,0.76,2.7,7,14.8,-,o,,,,33.166666666666664
2016-07-26 00:00:00,29.6,36.2,27,-,78,3.05,2.4,11.7,18.3,37,o,,o,,38.25
2016-07-27 00:00:00,27.9,32.5,26.6,-,88,25.91,1.9,9.4,27.8,37,o,,o,,26.583333333333332
2016-07-28 00:00:00,,,,,,,,,,,o,,o,,57.583333333333336
2016-07-29 00:00:00,,,,,,,,,,,o,,o,,30.708333333333332
2016-07-30 00:00:00,,,,,,,,,,,o,,o,,35.375
2016-07-31 00:00:00,28.6,32,25.9,-,86,0,2.4,6.9,13,-,,,,,15.416666666666666
2016-08-01 00:00:00,28.4,32,26.4,-,85,4.06,2.6,9.8,22.2,-,o,,o,,41.375
2016-08-02 00:00:00,29.3,35.2,25.8,-,80,13.97,2.9,8.3,22.2,40.7,o,,o,,25.541666666666668
2016-08-03 00:00:00,32,35.2,25.6,-,65,0,4,10.4,18.3,-,,,,,28.375
2016-08-04 00:00:00,,,,,,,,,,,,,,,40.333333333333336
2016-08-05 00:00:00,,,,,,,,,,,,,o,,39.333333333333336
2016-08-06 00:00:00,,,,,,,,,,,o,,o,,41.833333333333336
2016-08-07 00:00:00,32.2,36.8,26.3,-,67,0,3.7,11.1,18.3,-,,,,,50.333333333333336
2016-08-08 00:00:00,31.9,36.5,28.2,-,69,0,4.2,11.9,18.3,-,,,o,,35.375
2016-08-09 00:00:00,30.1,36.2,27.8,-,79,0.76,3.2,11.5,18.3,-,o,,o,,31.916666666666668
2016-08-10 00:00:00,,,,,,,,,,,o,,o,,36.791666666666664
2016-08-11 00:00:00,,,,,,,,,,,o,,o,,33.291666666666664
2016-08-12 00:00:00,,,,,,,,,,,o,,o,,35.5
2016-08-13 00:00:00,29.4,33.9,25.2,-,82,2.03,2.6,5.4,18.3,-,o,,o,,35.291666666666664
2016-08-14 00:00:00,28.9,32.2,25,-,84,22.1,2.4,7.6,18.3,-,o,,o,,26.833333333333332
2016-08-15 00:00:00,30.6,35,27,-,76,4.06,3.9,13.5,20.6,-,,,,,21.125
2016-08-16 00:00:00,,,,,,,,,,,,,,,18.0
2016-08-17 00:00:00,,,,,,,,,,,o,,,,28.041666666666668
2016-08-18 00:00:00,,,,,,,,,,,o,,,,34.875
2016-08-19 00:00:00,31.5,34.8,26.6,-,70,0.76,3.4,6.5,14.8,-,,,,,35.708333333333336
2016-08-20 00:00:00,30.9,35.4,27,-,72,0,3.9,12.8,18.3,-,,,,,43.583333333333336
2016-08-21 00:00:00,29.6,36,25.8,-,72,0,4,11.3,18.3,-,,,,,46.041666666666664
2016-08-22 00:00:00,,,,,,,,,,,,,,,28.75
2016-08-23 00:00:00,,,,,,,,,,,,,,,70.54166666666667
2016-08-24 00:00:00,,,,,,,,,,,o,,,,58.541666666666664
2016-08-25 00:00:00,29.8,34.4,26.3,-,82,0.51,3.7,5.7,16.5,-,o,,,,82.875
2016-08-26 00:00:00,30.3,37.4,26.4,-,77,19.05,3.2,8.1,27.8,-,o,,o,,64.91666666666667
2016-08-27 00:00:00,30.9,36.2,25.6,-,72,0,4,8.3,14.8,-,,,,,30.666666666666668
2016-08-28 00:00:00,,,,,,,,,,,o,,o,,31.75
2016-08-29 00:00:00,,,,,,,,,,,o,,o,,41.041666666666664
2016-08-30 00:00:00,,,,,,,,,,,o,,o,,45.25
2016-08-31 00:00:00,26.9,33.2,24,-,87,2.03,2.6,9.3,14.8,-,o,,o,,34.416666666666664
2016-09-01 00:00:00,27.7,31,25.2,-,88,55.88,2.6,3.9,11.1,-,o,,,,33.166666666666664
2016-09-02 00:00:00,29.3,33.7,25.1,-,78,19.05,3.2,12.8,40.7,-,,,,,30.625
2016-09-03 00:00:00,29.6,34,24.6,-,74,0,3.9,10.9,20.6,-,,,,,30.333333333333332
2016-09-04 00:00:00,,,,,,,,,,,,,,,31.75
2016-09-05 00:00:00,,,,,,,,,,,,,,,34.208333333333336
2016-09-06 00:00:00,,,,,,,,,,,,,,,31.0
2016-09-07 00:00:00,29.8,35,24.5,-,68,0,4.5,11.5,18.3,-,,,,,
2016-09-08 00:00:00,30.6,35.5,25,-,61,0,5,11.1,18.3,-,,,,,
2016-09-09 00:00:00,30.4,35.8,25.2,-,64,0,5,10.9,16.5,33.5,,,,,
2016-09-10 00:00:00,,,,,,,,,,,,,,,
2016-09-11 00:00:00,,,,,,,,,,,,,,,
2016-09-12 00:00:00,,,,,,,,,,,,,,,78.5
2016-09-13 00:00:00,30.3,37.4,26,-,65,0,4.7,9.3,13,-,,,,,92.25
2016-09-14 00:00:00,30.2,35,24.5,-,69,0,3.9,4.8,13,-,,,,,83.45833333333333
2016-09-15 00:00:00,31.5,37,26.4,-,61,0,3.5,5.6,14.8,-,,,,,71.66666666666667
2016-09-16 00:00:00,,,,,,,,,,,,,,,65.625
2016-09-17 00:00:00,,,,,,,,,,,,,,,53.375
2016-09-18 00:00:00,,,,,,,,,,,,,,,56.083333333333336
2016-09-19 00:00:00,31.5,37.4,26.2,-,59,0,3.5,4.6,11.1,-,,,,,69.70833333333333
2016-09-20 00:00:00,32.3,38,25.4,-,54,0,2.9,6.1,11.1,-,,,,,62.375
2016-09-21 00:00:00,31.1,37.8,26.8,-,64,1.02,2.9,9.8,18.3,37,o,,,,24.875
2016-09-22 00:00:00,,,,,,,,,,,,,,,37.333333333333336
2016-09-23 00:00:00,,,,,,,,,,,,,,,50.125
2016-09-24 00:00:00,,,,,,,,,,,,,,,46.541666666666664
2016-09-25 00:00:00,30.4,35.4,25.4,-,65,0,3.1,4.8,9.4,-,,,,,43.958333333333336
2016-09-26 00:00:00,30.5,36,25.6,-,66,0,3.1,6.7,11.1,-,,,,,41.5
2016-09-27 00:00:00,31.1,37.2,25.6,-,62,0,3.4,6.1,11.1,-,,,,,38.791666666666664
2016-09-28 00:00:00,,,,,,,,,,,,,,,48.916666666666664
2016-09-29 00:00:00,,,,,,,,,,,,,,,76.91666666666667
2016-09-30 00:00:00,,,,,,,,,,,,,,,35.95652173913044
2016-10-01 00:00:00,31.8,37.2,26.5,-,64,0,2.9,5.6,11.1,-,,,,,31.652173913043477
2016-10-02 00:00:00,31.9,37.2,27.3,-,66,0,3.7,5.7,14.8,-,,,,,26.666666666666668
2016-10-03 00:00:00,32.5,37.6,27.6,-,63,0,2.7,6.7,14.8,-,,,,,29.0
2016-10-04 00:00:00,,,,,,,,,,,o,,o,,34.25
2016-10-05 00:00:00,,,,,,,,,,,,,,,62.708333333333336
2016-10-06 00:00:00,,,,,,,,,,,,,,,65.08333333333333
2016-10-07 00:00:00,30,35.6,24,-,64,0,2.6,6.3,16.5,-,,,,,61.708333333333336
2016-10-08 00:00:00,30.2,36.2,24,-,58,0,2.9,6.7,20.6,27.8,,,,,63.17391304347826
2016-10-09 00:00:00,30.2,36,23.6,-,59,0,2.7,4.6,11.1,-,,,,,41.583333333333336
2016-10-10 00:00:00,,,,,,,,,,,,,,,50.916666666666664
2016-10-11 00:00:00,,,,,,,,,,,,,,,40.958333333333336
2016-10-12 00:00:00,,,,,,,,,,,,,,,60.666666666666664
2016-10-13 00:00:00,27.9,36,20.8,-,41,0,3.5,8.9,22.2,-,,,,,80.04166666666667
2016-10-14 00:00:00,28.2,36,20.4,-,41,0,3.9,7.8,16.5,-,,,,,82.83333333333333
2016-10-15 00:00:00,26.8,35.8,18.8,-,44,0,2.7,5.7,14.8,-,,,,,95.25
2016-10-16 00:00:00,,,,,,,,,,,,,,,115.83333333333333
2016-10-17 00:00:00,,,,,,,,,,,,,,,149.66666666666666
2016-10-18 00:00:00,,,,,,,,,,,,,,,145.58333333333334
2016-10-19 00:00:00,27.3,35.8,18,-,38,0,2.9,4.4,14.8,-,,,,,126.16666666666667
2016-10-20 00:00:00,26.7,35.6,19,-,38,0,3.2,5.4,18.3,-,,,,,136.70833333333334
2016-10-21 00:00:00,27.4,35.6,19.6,-,39,0,3.7,7,18.3,-,,,,,160.66666666666666
2016-10-22 00:00:00,,,,,,,,,,,,,,,173.58333333333334
2016-10-23 00:00:00,,,,,,,,,,,,,,,168.625
2016-10-24 00:00:00,,,,,,,,,,,,,,,174.66666666666666
2016-10-25 00:00:00,25.7,33.2,19,-,47,0,3.2,8,20.6,-,,,,,245.66666666666666
2016-10-26 00:00:00,26.3,34.7,19,-,46,0,2.4,5.6,16.5,-,,,,,261.6666666666667
2016-10-27 00:00:00,24.8,33.2,18,-,48,0,1.6,5.6,18.3,-,,,,,272.4166666666667
2016-10-28 00:00:00,,,,,,,,,,,,,,,226.29166666666666
2016-10-29 00:00:00,,,,,,,,,,,,,,,291.7083333333333
2016-10-30 00:00:00,,,,,,,,,,,,,,,207.33333333333334
2016-10-31 00:00:00,23.2,33.1,16.9,-,58,0,1.1,2.4,9.4,-,,,,o,149.625
2016-11-01 00:00:00,23.1,30.4,16,-,55,0,0.8,3,9.4,-,,,,o,99.70833333333333
2016-11-02 00:00:00,21.4,29,17,-,71,0,0.3,1.9,7.6,-,,,,o,217.375
2016-11-03 00:00:00,23.3,30.5,16.1,-,60,0,0.6,1.7,9.4,-,,,,o,337.5
2016-11-04 00:00:00,,,,,,,,,,,,,,o,250.375
2016-11-05 00:00:00,,,,,,,,,,,,,,o,429.1666666666667
2016-11-06 00:00:00,,,,,,,,,,,,,,o,332.4583333333333
2016-11-07 00:00:00,21.6,29,15.2,-,56,0,0.5,9.1,14.8,-,,,,o,321.5416666666667
2016-11-08 00:00:00,21.1,29,14,-,51,0,0.8,8.7,22.2,-,,,,o,278.0
2016-11-09 00:00:00,20.6,30,13,-,47,0,0.6,5.4,14.8,-,,,,,192.33333333333334
2016-11-10 00:00:00,,,,,,,,,,,,,,,235.33333333333334
2016-11-11 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153.29166666666666
2016-11-12 00:00:00,,,,,,,,,,,,,,,171.54166666666666
2016-11-13 00:00:00,,,,,,,,,,,,,,,224.16666666666666
2016-11-14 00:00:00,22.6,29.8,16,-,49,0,1.6,3.5,11.1,-,,,,,214.63636363636363
2016-11-15 00:00:00,20.2,29.8,13.9,-,49,0,1.1,4.3,13,-,,,,,221.54166666666666
2016-11-16 00:00:00,19.1,27.5,12,-,50,0,1.1,5.9,14.8,-,,,,,210.54166666666666
2016-11-17 00:00:00,,,,,,,,,,,,,,,251.20833333333334
2016-11-18 00:00:00,,,,,,,,,,,,,,,172.83333333333334
2016-11-19 00:00:00,,,,,,,,,,,,,,,166.70833333333334
2016-11-20 00:00:00,21,29.8,12.6,-,47,0,1.1,4.4,11.1,-,,,,,130.70833333333334
2016-11-21 00:00:00,21.3,30.8,13,-,48,0,1.1,1.7,9.4,-,,,,,194.70833333333334
2016-11-22 00:00:00,21,30.2,12.4,-,46,0,2.1,6.5,22.2,-,,,,,250.875
2016-11-23 00:00:00,,,,,,,,,,,,,,,274.875
2016-11-24 00:00:00,,,,,,,,,,,,,,,207.91666666666666
2016-11-25 00:00:00,,,,,,,,,,,,,,,134.45833333333334
2016-11-26 00:00:00,21.3,30.2,14,-,41,0,2.7,12,20.6,-,,,,,110.0
2016-11-27 00:00:00,20.2,30.4,13,-,41,0,2.6,12,18.3,33.5,,,,,160.0
2016-11-28 00:00:00,20.1,28.4,12,-,39,0,2.3,5.6,16.5,-,,,,,217.91666666666666
2016-11-29 00:00:00,,,,,,,,,,,,,,o,184.20833333333334
2016-11-30 00:00:00,,,,,,,,,,,,,,o,130.91666666666666
2016-12-01 00:00:00,19.1,26.6,13,-,81,0,0.6,3.1,11.1,-,,,,o,118.91666666666667
2016-12-02 00:00:00,16.5,25.8,12,-,87,0,0.5,3.9,11.1,-,,,,o,176.375
2016-12-03 00:00:00,17.3,26.2,10,-,59,0,1.6,3.1,11.1,-,,,,o,185.95833333333334
2016-12-04 00:00:00,,,,,,,,,,,,,,,195.375
2016-12-05 00:00:00,,,,,,,,,,,,,,,151.04166666666666
2016-12-06 00:00:00,,,,,,,,,,,,,,o,170.875
2016-12-07 00:00:00,16,24,11,-,83,0,0.3,3.3,9.4,-,,,,o,239.125
2016-12-08 00:00:00,16.3,25.6,10,-,76,0,0.8,3.1,7.6,-,,,,o,365.2916666666667
2016-12-09 00:00:00,17.9,27.2,9.5,-,66,0,1.1,4.3,9.4,-,,,,o,312.2083333333333
2016-12-10 00:00:00,,,,,,,,,,,,,,o,237.625
2016-12-11 00:00:00,,,,,,,,,,,,,,o,179.33333333333334
2016-12-12 00:00:00,,,,,,,,,,,,,,o,122.54166666666667
2016-12-13 00:00:00,17.9,26.3,12,-,61,0,1.3,3.7,11.1,-,,,,o,121.33333333333333
2016-12-14 00:00:00,16.1,23.3,11,-,70,0,1.3,8.1,13,-,,,,o,202.875
2016-12-15 00:00:00,15.8,24.4,10,-,59,0,2.1,5.7,16.5,29.4,,,,o,260.1666666666667
2016-12-16 00:00:00,,,,,,,,,,,,,,,403.9583333333333
2016-12-17 00:00:00,,,,,,,,,,,,,,o,455.5833333333333
2016-12-18 00:00:00,,,,,,,,,,,,,,o,382.7083333333333
2016-12-19 00:00:00,14.4,22.8,7.6,-,71,0,1.1,9.4,16.5,-,,,,o,277.7083333333333
2016-12-20 00:00:00,15.5,24,8.4,-,67,0,1.3,13.3,22.2,-,,,,o,284.1666666666667
2016-12-21 00:00:00,16.2,25,9,-,56,0,1.8,10,20.6,-,,,,,288.4166666666667
2016-12-22 00:00:00,,,,,,,,,,,,,,o,256.8333333333333
2016-12-23 00:00:00,,,,,,,,,,,,,,o,175.75
2016-12-24 00:00:00,,,,,,,,,,,,,,o,180.79166666666666
2016-12-25 00:00:00,13.7,25.2,10,-,92,0,0.5,10.4,14.8,-,,,,o,166.91666666666666
2016-12-26 00:00:00,14.4,23,8,-,76,0,0.8,9.4,16.5,-,,,,o,169.0
2016-12-27 00:00:00,14.3,23,7,-,67,0,0.8,4.3,16.5,-,,,,o,186.04166666666666
2016-12-28 00:00:00,,,,,,,,,,,,,,o,185.58333333333334
2016-12-29 00:00:00,,,,,,,,,,,,,,o,248.9090909090909
2016-12-30 00:00:00,,,,,,,,,,,,,,o,210.6875
2016-12-31 00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108.08333333333333
2017-01-01 00:00:00,16.1,23.6,10.3,-,77,0,1,4.6,16.5,-,,,,o,284.79583333333335
2017-01-02 00:00:00,15.6,23.6,10.5,-,83,0,0.5,5,13,-,,,,o,239.69545454545457
2017-01-03 00:00:00,15.1,22,10,-,82,0,0.6,4.4,11.1,-,,,,o,182.1875
2017-01-04 00:00:00,,,,,,,,,,,,,,o,197.63571428571427
2017-01-05 00:00:00,,,,,,,,,,,,,,o,
2017-01-06 00:00:00,,,,,,,,,,,,,,,297.1
2017-01-07 00:00:00,13.8,16,12,-,95,2.03,0.6,11.1,18.3,-,o,,,o,264.06428571428575
2017-01-08 00:00:00,15,21,11.4,-,81,0.25,1.1,5.6,13,-,,,,,223.20833333333334
2017-01-09 00:00:00,12.6,20.2,7,-,82,0,1,6.5,13,-,,,,o,200.64583333333337
2017-01-10 00:00:00,,,,,,,,,,,,,,o,154.875
2017-01-11 00:00:00,,,,,,,,,,,,,,o,129.38749999999996
2017-01-12 00:00:00,,,,,,,,,,,,,,o,224.2458333333333
2017-01-13 00:00:00,11.8,19.8,5.3,-,60,0,1.3,4.3,14.8,-,,,,o,285.22499999999997
2017-01-14 00:00:00,12.8,19.5,4.6,-,62,0,1.1,5.7,14.8,-,,,,o,334.3411764705882
2017-01-15 00:00:00,16.3,24,9,-,47,0,1.6,6.1,13,-,,,,,276.90833333333336
2017-01-16 00:00:00,,,,,,,,,,,,,,o,267.9818181818182
2017-01-17 00:00:00,,,,,,,,,,,,,,o,218.67083333333326
2017-01-18 00:00:00,,,,,,,,,,,,,,o,47.82500000000001
2017-01-19 00:00:00,11.9,20.8,6,-,72,0,1,11.1,18.3,-,,,,o,108.0
2017-01-20 00:00:00,11.3,19.8,6,-,71,0,1,9.6,20.6,-,,,,o,107.625
2017-01-21 00:00:00,13.1,19.8,5,-,66,0,1.1,5,11.1,-,,,,o,125.89166666666667
2017-01-22 00:00:00,,,,,,,,,,,,,,o,179.3083333333333
2017-01-23 00:00:00,,,,,,,,,,,,,,o,239.85
2017-01-24 00:00:00,,,,,,,,,,,,,,o,220.1916666666667
2017-01-25 00:00:00,19.9,26,13.9,-,72,-,1.1,12.2,22.2,-,o,,o,o,181.01250000000005
2017-01-26 00:00:00,15.9,26,14,-,94,5.08,0.8,11.1,20.6,37,o,,o,o,152.55416666666667
2017-01-27 00:00:00,13.6,19,10,-,87,35.05,0.8,10.6,20.6,-,o,,,o,152.32083333333335
2017-01-28 00:00:00,,,,,,,,,,,,,,o,171.42916666666665
2017-01-29 00:00:00,,,,,,,,,,,,,,o,251.375
2017-01-30 00:00:00,,,,,,,,,,,,,,o,251.82916666666668
2017-01-31 00:00:00,16.7,23.3,10,-,77,0,1,6.3,14.8,-,,,,o,319.7375
2017-02-01 00:00:00,14.9,22.2,10,-,79,0,1.1,5,16.5,-,,,,o,332.7083333333333
2017-02-02 00:00:00,16.3,24.2,9.4,-,64,0,1.6,3.5,11.1,-,,,,o,279.59999999999997
2017-02-03 00:00:00,17.4,24.8,10.9,-,68,0,1.3,5.2,13,-,,,,o,179.11666666666667
2017-02-04 00:00:00,,,,,,,,,,,,,,o,166.29999999999998
2017-02-05 00:00:00,,,,,,,,,,,,,,,78.25416666666666
2017-02-06 00:00:00,,,,,,,,,,,,,,o,54.958333333333336
2017-02-07 00:00:00,14.6,22,8,-,67,0,2.1,10.7,18.3,27.8,,,,,54.791666666666664
2017-02-08 00:00:00,16.3,23.6,9,-,60,0,1.9,6.1,14.8,-,,,,o,93.375
2017-02-09 00:00:00,15.2,23.6,10,-,67,0,1.4,10.6,20.6,-,,,,,103.0
2017-02-10 00:00:00,,,,,,,,,,,,,,o,211.125
2017-02-11 00:00:00,,,,,,,,,,,,,,,192.29166666666666
2017-02-12 00:00:00,,,,,,,,,,,,,,,152.0
2017-02-13 00:00:00,16.6,23.2,9,-,61,0,1.8,8.1,22.2,-,,,,o,132.20833333333334
2017-02-14 00:00:00,16.7,25.2,9,-,60,0,1.9,8.5,18.3,-,,,,o,127.70833333333333
2017-02-15 00:00:00,18.6,27,11,-,58,0,2.1,7.6,20.6,-,,,,,145.77777777777777
2017-02-16 00:00:00,,,,,,,,,,,,,,,
2017-02-17 00:00:00,,,,,,,,,,,,,,,
2017-02-18 00:00:00,,,,,,,,,,,,,,o,
2017-02-19 00:00:00,23.2,31,15,-,53,0,2.7,5.6,18.3,-,,,,,90.33333333333333
2017-02-20 00:00:00,24.4,32.2,17,-,48,0,2.4,8.1,13,-,,,,,135.83333333333334
2017-02-21 00:00:00,19.8,26.1,15,-,67,0,2.4,8,20.6,-,,,,,122.5
2017-02-22 00:00:00,,,,,,,,,,,,,,,119.33333333333333
2017-02-23 00:00:00,,,,,,,,,,,,,,,67.125
2017-02-24 00:00:00,,,,,,,,,,,,,,,46.708333333333336
2017-02-25 00:00:00,18.9,28,10,-,42,0,2.9,12.2,25.9,33.5,,,,,69.66666666666667
2017-02-26 00:00:00,18.8,28,11,-,47,0,2.9,9.4,22.2,31.7,,,,,79.83333333333333
2017-02-27 00:00:00,21.2,29.2,11,-,42,0,2.9,6.5,14.8,-,,,,,83.61111111111111
2017-02-28 00:00:00,,,,,,,,,,,,,,,81.04166666666667
2017-03-01 00:00:00,24.3,31.6,18.4,-,45,0,2.6,8.9,20.6,-,,,,,36.357142857142854
2017-03-02 00:00:00,21.9,28.6,16,-,58,0,2.4,9.3,16.5,-,,,,,2.5555555555555554
2017-03-03 00:00:00,20.4,28.6,13.6,-,45,0,3.5,8.1,20.6,29.4,,,,,2.0952380952380953
2017-03-04 00:00:00,,,,,,,,,,,,,,,2.263157894736842
2017-03-05 00:00:00,,,,,,,,,,,,,,,42.166666666666664
2017-03-06 00:00:00,,,,,,,,,,,,,,,112.08333333333333
2017-03-07 00:00:00,22.2,31.4,13,-,39,0,2.6,7.6,16.5,-,,,,,105.83333333333333
2017-03-08 00:00:00,21.6,28.1,16,-,50,0,3.9,12,24.1,33.5,o,,o,,117.58333333333333
2017-03-09 00:00:00,18.9,29.4,15,-,65,9.91,2.9,12.6,25.9,-,o,,o,,122.70833333333333
2017-03-10 00:00:00,,,,,,,,,,,o,,o,,76.54166666666667
2017-03-11 00:00:00,,,,,,,,,,,o,,o,,159.08333333333334
2017-03-12 00:00:00,,,,,,,,,,,,,o,,147.95833333333334
2017-03-13 00:00:00,17.4,25,10,-,44,0,4.2,8,16.5,29.4,,,,,111.95833333333333
2017-03-14 00:00:00,19.1,26.2,10.4,-,43,0,3.5,5.7,14.8,27.8,,,,,59.208333333333336
2017-03-15 00:00:00,20.6,29.2,12,-,44,0,3.1,7.6,20.6,27.8,,,,,80.56521739130434
2017-03-16 00:00:00,,,,,,,,,,,,,,,87.83333333333333
2017-03-17 00:00:00,,,,,,,,,,,,,,o,90.04166666666667
2017-03-18 00:00:00,,,,,,,,,,,,,,,73.04761904761905
2017-03-19 00:00:00,23.1,30.8,16.8,-,49,0,2.9,7.6,20.6,27.8,,,,,98.70833333333333
2017-03-20 00:00:00,22.4,31.4,16,-,52,0,2.7,8.1,25.9,38.9,,,,o,123.70833333333333
2017-03-21 00:00:00,25.9,34.4,16.4,-,39,0,2.9,8.1,18.3,33.5,,,,,64.79166666666667
2017-03-22 00:00:00,,,,,,,,,,,,,,,62.875
2017-03-23 00:00:00,,,,,,,,,,,,,,,92.21739130434783
2017-03-24 00:00:00,,,,,,,,,,,,,,,77.66666666666667
2017-03-25 00:00:00,26.5,34.7,17,-,42,0,3.5,10.9,22.2,33.5,,,,,52.333333333333336
2017-03-26 00:00:00,27.5,36.2,18,-,39,0,3.2,12.6,18.3,37,,,,,52.041666666666664
2017-03-27 00:00:00,28.6,37.8,19,-,42,0,3.4,11.5,22.2,37,,,,,128.33333333333334
2017-03-28 00:00:00,,,,,,,,,,,,,,,87.58333333333333
2017-03-29 00:00:00,,,,,,,,,,,,,,,70.0
2017-03-30 00:00:00,,,,,,,,,,,,,,,
